timestep,elapsed,episodes,circuit,mean_reward,mean_len,policy_loss,value_loss,entropy,pct_err_gain_db,pct_err_bandwidth
33664,542.5,4,Common-Source Amplifier,68.7504,30.0,-0.0022,266.9227,0.0220,5.92,33.40
33792,544.4,4,Common-Source Amplifier,68.7058,30.0,-0.0004,268.3762,0.0250,8.27,33.54
33920,546.3,4,Common-Source Amplifier,68.7058,30.0,0.0003,272.3008,0.0378,8.27,33.54
34048,548.2,4,Common-Source Amplifier,68.6665,30.0,0.0010,266.7505,0.0326,6.76,35.88
34176,550.1,4,Common-Source Amplifier,68.7262,30.0,-0.0025,264.6739,0.0316,9.31,31.87
34304,552.1,4,Common-Source Amplifier,63.7459,30.0,-0.0138,258.5477,0.0681,9.34,31.77
34432,554.0,4,Common-Source Amplifier,68.6224,30.0,0.0008,266.4511,0.0584,5.32,36.52
34560,555.9,4,Common-Source Amplifier,68.5728,30.0,0.0070,264.1333,0.0434,5.34,37.96
34688,557.8,4,Common-Source Amplifier,68.6443,30.0,-0.0015,264.2504,0.0495,7.25,35.13
34816,559.7,4,Common-Source Amplifier,68.7000,30.0,-0.0013,275.4892,0.0574,7.77,34.29
34944,561.6,4,Common-Source Amplifier,56.8889,30.0,0.0007,247.6593,0.0953,8.91,32.33
35072,563.5,4,Common-Source Amplifier,68.5855,30.0,0.0019,270.8159,0.0571,5.77,37.40
35200,565.3,4,Common-Source Amplifier,67.4658,30.0,-0.0029,275.3707,0.0465,8.82,32.61
35328,567.2,4,Common-Source Amplifier,68.6210,30.0,0.0010,263.3113,0.0515,6.29,36.57
35456,569.2,4,Common-Source Amplifier,68.5039,30.0,-0.0002,210.5846,0.0622,2.52,37.12
35584,571.1,4,Common-Source Amplifier,68.5868,30.0,-0.0055,267.1402,0.0651,6.76,35.88
35712,573.0,4,Common-Source Amplifier,68.6467,30.0,-0.0033,275.4203,0.0589,7.28,35.05
35840,574.9,4,Common-Source Amplifier,68.6509,30.0,-0.0015,276.0103,0.0462,7.75,34.37
35968,576.8,4,Common-Source Amplifier,68.6467,30.0,-0.0025,245.5245,0.0602,4.41,35.74
36096,578.6,4,Common-Source Amplifier,68.6456,30.0,-0.0011,264.6997,0.0699,7.25,35.13
36224,580.6,4,Common-Source Amplifier,68.6513,30.0,-0.0018,212.9252,0.0752,2.95,37.94
36352,582.4,4,Common-Source Amplifier,68.5616,30.0,0.0007,248.9102,0.0835,5.30,38.08
36480,584.3,4,Common-Source Amplifier,68.7914,30.0,-0.0003,233.1504,0.0787,4.43,35.68
36608,586.2,4,Common-Source Amplifier,68.6176,30.0,-0.0046,212.4023,0.0558,3.00,37.82
36736,588.1,4,Common-Source Amplifier,68.6259,30.0,-0.0020,251.7123,0.0537,6.78,35.82
36864,589.9,4,Common-Source Amplifier,68.6391,30.0,-0.0023,234.6594,0.0517,6.26,36.64
36992,591.8,4,Common-Source Amplifier,68.6998,30.0,-0.0046,247.7510,0.0345,6.34,34.93
37120,593.7,4,Common-Source Amplifier,68.6051,30.0,-0.0015,233.2992,0.0324,6.29,36.57
37248,595.6,4,Common-Source Amplifier,68.6032,30.0,-0.0019,235.1232,0.0418,6.29,36.57
37376,597.6,4,Common-Source Amplifier,68.6173,30.0,0.0042,252.7807,0.0582,6.29,36.57
37504,599.6,4,Common-Source Amplifier,68.5968,30.0,-0.0035,196.7488,0.0554,4.83,37.27
37632,601.5,4,Common-Source Amplifier,68.6152,30.0,0.0002,240.3212,0.0552,6.29,36.57
37760,603.4,4,Common-Source Amplifier,68.5461,30.0,0.0081,193.7360,0.0430,3.49,39.16
37888,605.3,4,Common-Source Amplifier,68.6285,30.0,-0.0020,238.4309,0.0325,5.79,37.33
38016,607.2,4,Common-Source Amplifier,68.6809,30.0,-0.0019,289.3845,0.0220,7.25,35.13
38144,609.0,4,Common-Source Amplifier,68.6822,30.0,0.0000,271.1528,0.0205,7.75,34.37
38272,610.9,4,Common-Source Amplifier,68.8067,30.0,-0.0006,223.0299,0.0230,5.39,34.23
38400,612.8,4,Common-Source Amplifier,68.6391,30.0,-0.0053,208.0174,0.0176,5.79,37.33
38528,614.7,4,Common-Source Amplifier,68.7071,30.0,-0.0022,258.3177,0.0154,5.39,34.23
38656,616.6,4,Common-Source Amplifier,68.6822,30.0,0.0000,272.7435,0.0151,7.75,34.37
38784,618.6,4,Common-Source Amplifier,68.6430,30.0,-0.0005,266.1725,0.0176,7.25,35.13
38912,620.5,4,Common-Source Amplifier,68.6822,30.0,0.0000,301.4454,0.0182,7.75,34.37
39040,622.4,4,Common-Source Amplifier,68.6665,30.0,-0.0002,252.3496,0.0200,7.25,35.13
39168,624.2,4,Common-Source Amplifier,68.6822,30.0,-0.0000,274.2138,0.0156,7.75,34.37
39296,626.2,4,Common-Source Amplifier,68.6252,30.0,-0.0009,197.6379,0.0179,6.76,35.88
39424,628.1,4,Common-Source Amplifier,68.6291,30.0,-0.0007,238.2094,0.0171,6.78,35.82
39552,630.0,4,Common-Source Amplifier,68.6822,30.0,0.0000,288.4075,0.0162,7.75,34.37
39680,631.9,4,Common-Source Amplifier,68.6822,30.0,-0.0000,266.4238,0.0174,7.75,34.37
39808,633.8,4,Common-Source Amplifier,68.6613,30.0,-0.0000,246.2968,0.0188,7.25,35.13
39936,635.6,4,Common-Source Amplifier,68.6822,30.0,-0.0000,268.0423,0.0181,7.75,34.37
40064,637.6,4,Common-Source Amplifier,68.6509,30.0,-0.0023,275.2430,0.0190,7.77,34.29
40192,639.5,4,Common-Source Amplifier,68.6757,30.0,-0.0001,277.3933,0.0171,7.25,35.13
40320,641.3,4,Common-Source Amplifier,68.7535,30.0,-0.0006,236.0950,0.0121,6.78,34.32
40448,643.3,4,Common-Source Amplifier,68.6822,30.0,-0.0000,278.8678,0.0105,7.75,34.37
40576,645.1,4,Common-Source Amplifier,68.6822,30.0,-0.0000,269.5228,0.0111,7.75,34.37
40704,647.0,4,Common-Source Amplifier,68.6744,30.0,-0.0014,257.5589,0.0079,7.25,35.13
40832,648.9,4,Common-Source Amplifier,68.6822,30.0,0.0000,278.9210,0.0028,7.75,34.37
40960,650.8,4,Common-Source Amplifier,68.6822,30.0,-0.0000,274.9921,0.0028,7.75,34.37
41088,652.7,4,Common-Source Amplifier,68.6822,30.0,0.0000,285.7024,0.0025,7.75,34.37
41216,654.5,4,Common-Source Amplifier,68.6822,30.0,-0.0000,266.4576,0.0029,7.75,34.37
41344,656.4,4,Common-Source Amplifier,68.6822,30.0,-0.0000,263.9958,0.0028,7.75,34.37
41472,658.4,4,Common-Source Amplifier,68.6822,30.0,-0.0000,279.5988,0.0028,7.75,34.37
41600,660.3,4,Common-Source Amplifier,68.6495,30.0,-0.0002,249.7665,0.0036,7.25,35.13
41728,662.1,4,Common-Source Amplifier,68.6822,30.0,0.0000,277.6357,0.0069,7.75,34.37
41856,664.1,4,Common-Source Amplifier,68.6822,30.0,0.0000,264.3770,0.0080,7.75,34.37
41984,665.9,4,Common-Source Amplifier,68.6822,30.0,0.0000,272.4029,0.0075,7.75,34.37
42112,667.9,4,Common-Source Amplifier,68.6443,30.0,-0.0008,270.5058,0.0091,7.25,35.13
42240,669.8,4,Common-Source Amplifier,68.6456,30.0,-0.0008,276.2094,0.0104,7.25,35.13
42368,671.7,4,Common-Source Amplifier,68.6822,30.0,0.0000,292.7912,0.0119,7.75,34.37
42496,673.6,4,Common-Source Amplifier,68.6905,30.0,-0.0029,295.2593,0.0117,5.39,34.23
42624,675.5,4,Common-Source Amplifier,68.6783,30.0,-0.0008,278.0931,0.0117,7.25,35.13
42752,677.4,4,Common-Source Amplifier,68.6822,30.0,-0.0000,283.9870,0.0082,7.75,34.37
42880,679.4,4,Common-Source Amplifier,68.6613,30.0,0.0000,233.5426,0.0094,7.25,35.13
43008,681.3,4,Common-Source Amplifier,64.3345,30.0,-0.0036,358.9931,0.0086,8.82,32.61
43136,683.2,4,Common-Source Amplifier,68.6522,30.0,-0.0006,242.9965,0.0116,7.25,35.13
43264,685.1,4,Common-Source Amplifier,68.6678,30.0,-0.0005,250.9915,0.0104,7.25,35.13
43392,687.0,4,Common-Source Amplifier,68.6195,30.0,-0.0002,223.4395,0.0116,6.76,35.88
43520,688.9,4,Common-Source Amplifier,68.6469,30.0,-0.0008,254.9105,0.0156,7.25,35.13
43648,690.9,4,Common-Source Amplifier,68.6574,30.0,-0.0002,246.4964,0.0198,7.25,35.13
43776,692.7,4,Common-Source Amplifier,68.6822,30.0,-0.0000,281.1628,0.0197,7.75,34.37
43904,694.7,4,Common-Source Amplifier,68.6718,30.0,-0.0014,237.9906,0.0180,7.25,35.13
44032,696.6,4,Common-Source Amplifier,68.6822,30.0,-0.0000,272.8317,0.0149,7.75,34.37
44160,698.5,4,Common-Source Amplifier,68.6419,30.0,-0.0020,207.5669,0.0197,5.80,35.83
44288,700.5,4,Common-Source Amplifier,68.6193,30.0,-0.0015,267.8803,0.0238,6.78,35.82
44416,702.4,4,Common-Source Amplifier,68.6822,30.0,-0.0000,298.1860,0.0278,7.75,34.37
44544,704.3,4,Common-Source Amplifier,68.6822,30.0,-0.0000,272.0988,0.0302,7.75,34.37
44672,706.2,4,Common-Source Amplifier,68.7891,30.0,-0.0001,255.2203,0.0313,6.78,34.32
44800,708.0,4,Common-Source Amplifier,68.6822,30.0,-0.0000,292.2834,0.0315,7.75,34.37
44928,710.0,4,Common-Source Amplifier,68.6561,30.0,-0.0019,251.8814,0.0258,6.76,35.88
45056,711.9,4,Common-Source Amplifier,68.6822,30.0,-0.0000,281.6485,0.0209,7.75,34.37
45184,713.8,4,Common-Source Amplifier,68.6315,30.0,-0.0005,203.8517,0.0206,5.33,36.52
45312,715.8,4,Common-Source Amplifier,68.6822,30.0,0.0000,309.4759,0.0141,7.75,34.37
45440,717.6,4,Common-Source Amplifier,68.6822,30.0,-0.0001,278.0666,0.0139,7.75,34.37
45568,719.5,4,Common-Source Amplifier,68.6796,30.0,-0.0027,263.6650,0.0071,7.25,35.13
45696,721.5,4,Common-Source Amplifier,68.6822,30.0,0.0000,277.1709,0.0047,7.75,34.37
45824,723.4,4,Common-Source Amplifier,68.6822,30.0,0.0000,269.6170,0.0049,7.75,34.37
45952,725.4,4,Common-Source Amplifier,68.6822,30.0,0.0000,276.8580,0.0049,7.75,34.37
46080,727.2,4,Common-Source Amplifier,68.6822,30.0,0.0000,288.3082,0.0047,7.75,34.37
46208,729.2,4,Common-Source Amplifier,68.6652,30.0,-0.0004,229.8709,0.0053,7.25,35.13
46336,731.2,4,Common-Source Amplifier,68.6822,30.0,0.0000,271.9212,0.0041,7.75,34.37
46464,733.0,4,Common-Source Amplifier,68.6822,30.0,-0.0000,265.9767,0.0045,7.75,34.37
46592,734.9,4,Common-Source Amplifier,68.6822,30.0,-0.0000,253.7285,0.0047,7.75,34.37
46720,736.9,4,Common-Source Amplifier,68.6822,30.0,-0.0000,269.2434,0.0043,7.75,34.37
46848,738.8,4,Common-Source Amplifier,68.6822,30.0,0.0000,284.2107,0.0043,7.75,34.37
46976,740.7,4,Common-Source Amplifier,68.6718,30.0,-0.0012,251.7508,0.0035,7.25,35.13
47104,742.6,4,Common-Source Amplifier,68.6822,30.0,0.0000,277.1140,0.0019,7.75,34.37
47232,744.5,4,Common-Source Amplifier,68.6822,30.0,-0.0000,264.3822,0.0019,7.75,34.37
47360,746.5,4,Common-Source Amplifier,68.6822,30.0,-0.0000,270.7668,0.0020,7.75,34.37
47488,748.4,4,Common-Source Amplifier,68.6822,30.0,0.0000,258.4644,0.0023,7.75,34.37
47616,750.3,4,Common-Source Amplifier,68.6822,30.0,-0.0000,260.5777,0.0020,7.75,34.37
47744,752.2,4,Common-Source Amplifier,68.6822,30.0,0.0000,264.9697,0.0021,7.75,34.37
47872,754.1,4,Common-Source Amplifier,68.6822,30.0,-0.0000,276.2080,0.0021,7.75,34.37
48000,756.0,4,Common-Source Amplifier,68.6822,30.0,0.0000,249.1605,0.0024,7.75,34.37
48128,757.9,4,Common-Source Amplifier,68.6822,30.0,0.0000,249.2972,0.0024,7.75,34.37
48256,759.9,4,Common-Source Amplifier,68.6822,30.0,-0.0000,259.2423,0.0023,7.75,34.37
48384,761.8,4,Common-Source Amplifier,68.6822,30.0,-0.0000,269.0851,0.0022,7.75,34.37
48512,763.7,4,Common-Source Amplifier,68.6822,30.0,0.0000,278.0006,0.0022,7.75,34.37
48640,765.6,4,Common-Source Amplifier,68.6822,30.0,-0.0000,265.9498,0.0024,7.75,34.37
48768,767.5,4,Common-Source Amplifier,68.6822,30.0,0.0000,267.9787,0.0022,7.75,34.37
48896,769.4,4,Common-Source Amplifier,68.6822,30.0,0.0000,274.7224,0.0023,7.75,34.37
49024,771.4,4,Common-Source Amplifier,68.6822,30.0,-0.0000,263.9518,0.0027,7.75,34.37
49152,773.2,4,Common-Source Amplifier,68.6822,30.0,-0.0000,263.3816,0.0027,7.75,34.37
49280,775.2,4,Common-Source Amplifier,68.6822,30.0,0.0000,271.1804,0.0027,7.75,34.37
49408,777.1,4,Common-Source Amplifier,68.6822,30.0,0.0000,285.7585,0.0026,7.75,34.37
49536,779.0,4,Common-Source Amplifier,68.6822,30.0,-0.0000,272.3925,0.0030,7.75,34.37
49664,781.0,4,Common-Source Amplifier,68.7128,30.0,-0.0021,235.1348,0.0022,6.78,34.32
49792,782.9,4,Common-Source Amplifier,68.6822,30.0,0.0000,241.7907,0.0018,7.75,34.37
49920,784.9,4,Common-Source Amplifier,68.6822,30.0,0.0000,260.9522,0.0017,7.75,34.37
50048,786.9,4,Common-Source Amplifier,68.6822,30.0,0.0000,262.1736,0.0015,7.75,34.37
50176,788.8,4,Common-Source Amplifier,68.6822,30.0,0.0000,265.7577,0.0015,7.75,34.37
50304,790.7,4,Common-Source Amplifier,68.6822,30.0,0.0000,287.9589,0.0016,7.75,34.37
50432,792.6,4,Common-Source Amplifier,68.6822,30.0,-0.0000,265.8887,0.0015,7.75,34.37
50560,794.6,4,Common-Source Amplifier,68.6757,30.0,-0.0031,237.8531,0.0018,7.25,35.13
50688,796.4,4,Common-Source Amplifier,68.6822,30.0,0.0000,264.1713,0.0018,7.75,34.37
50816,798.4,4,Common-Source Amplifier,68.6822,30.0,-0.0000,260.9302,0.0019,7.75,34.37
50944,800.3,4,Common-Source Amplifier,68.6822,30.0,0.0000,275.0810,0.0017,7.75,34.37
51072,802.1,4,Common-Source Amplifier,68.6822,30.0,0.0000,267.6542,0.0019,7.75,34.37
51200,804.1,4,Common-Source Amplifier,68.6822,30.0,-0.0000,275.6038,0.0017,7.75,34.37
51328,806.0,4,Common-Source Amplifier,68.6822,30.0,0.0000,282.3605,0.0016,7.75,34.37
51456,807.9,4,Common-Source Amplifier,68.6822,30.0,0.0000,286.2599,0.0018,7.75,34.37
51584,809.9,4,Common-Source Amplifier,68.6822,30.0,-0.0000,271.9642,0.0018,7.75,34.37
51712,811.8,4,Common-Source Amplifier,68.6822,30.0,0.0000,285.2124,0.0017,7.75,34.37
51840,813.6,4,Common-Source Amplifier,68.6822,30.0,-0.0000,279.1407,0.0019,7.75,34.37
51968,815.5,4,Common-Source Amplifier,68.6822,30.0,0.0000,292.5967,0.0018,7.75,34.37
52096,817.4,4,Common-Source Amplifier,68.6822,30.0,-0.0000,271.1153,0.0021,7.75,34.37
52224,819.4,4,Common-Source Amplifier,68.6822,30.0,-0.0000,262.2161,0.0023,7.75,34.37
52352,821.3,4,Common-Source Amplifier,68.6822,30.0,0.0000,244.7394,0.0025,7.75,34.37
52480,823.2,4,Common-Source Amplifier,68.6822,30.0,-0.0000,250.4470,0.0025,7.75,34.37
52608,825.1,4,Common-Source Amplifier,68.6822,30.0,-0.0000,264.9442,0.0024,7.75,34.37
52736,827.0,4,Common-Source Amplifier,68.6822,30.0,0.0000,261.1390,0.0029,7.75,34.37
52864,828.9,4,Common-Source Amplifier,68.6822,30.0,-0.0000,273.5123,0.0026,7.75,34.37
52992,830.8,4,Common-Source Amplifier,68.6822,30.0,-0.0000,285.4124,0.0026,7.75,34.37
53120,832.7,4,Common-Source Amplifier,68.6822,30.0,0.0000,276.0408,0.0027,7.75,34.37
53248,834.7,4,Common-Source Amplifier,68.6822,30.0,-0.0000,280.0720,0.0028,7.75,34.37
53376,836.5,4,Common-Source Amplifier,68.6822,30.0,-0.0000,281.3364,0.0027,7.75,34.37
53504,838.4,4,Common-Source Amplifier,68.6822,30.0,-0.0000,275.4436,0.0030,7.75,34.37
53632,840.4,4,Common-Source Amplifier,68.6822,30.0,0.0000,284.9907,0.0030,7.75,34.37
53760,842.3,4,Common-Source Amplifier,68.6822,30.0,0.0000,267.2793,0.0029,7.75,34.37
53888,844.2,4,Common-Source Amplifier,68.6822,30.0,-0.0000,274.5860,0.0032,7.75,34.37
54016,846.1,4,Common-Source Amplifier,68.7214,30.0,-0.0017,308.3590,0.0054,8.27,33.54
54144,848.0,4,Common-Source Amplifier,68.6822,30.0,0.0000,254.0741,0.0076,7.75,34.37
54272,849.9,4,Common-Source Amplifier,68.7262,30.0,-0.0020,276.1204,0.0237,8.27,33.54
54400,851.9,4,Common-Source Amplifier,68.7293,30.0,-0.0031,279.1124,0.0623,8.27,33.54
54528,853.8,4,Common-Source Amplifier,65.6121,30.0,0.0030,275.1726,0.0833,8.82,32.61
54656,855.7,4,Common-Source Amplifier,68.8956,30.0,-0.0131,210.6950,0.0787,4.10,32.33
54784,857.5,4,Common-Source Amplifier,15.3379,30.0,0.0400,518.0873,0.1009,16.01,33.90
54912,859.5,4,Common-Source Amplifier,68.7055,30.0,0.0021,174.7468,0.0153,7.25,35.13
55040,861.4,4,Common-Source Amplifier,68.6822,30.0,0.0000,227.8639,0.0090,7.75,34.37
55168,863.4,4,Common-Source Amplifier,68.7058,30.0,-0.0011,263.2627,0.0176,8.27,33.54
55296,865.3,4,Common-Source Amplifier,61.8750,30.0,-0.0223,256.9419,0.0748,9.34,31.77
55424,867.1,4,Common-Source Amplifier,68.6561,30.0,-0.0004,280.8141,0.0354,7.25,35.13
55552,869.1,4,Common-Source Amplifier,68.6469,30.0,-0.0014,270.6553,0.0364,7.25,35.13
55680,871.0,4,Common-Source Amplifier,68.6822,30.0,0.0000,275.4476,0.0600,7.75,34.37
55808,872.9,4,Common-Source Amplifier,68.6482,30.0,-0.0056,205.8338,0.0589,5.79,37.33
55936,874.8,4,Common-Source Amplifier,68.7528,30.0,-0.0023,316.2722,0.0962,8.30,33.46
56064,876.7,4,Common-Source Amplifier,45.0752,30.0,-0.0091,453.2798,0.1119,10.94,29.17
56192,878.6,4,Common-Source Amplifier,68.5547,30.0,0.0046,177.0514,0.1166,4.87,38.64
56320,880.6,4,Common-Source Amplifier,68.5681,30.0,0.0021,136.2120,0.0948,3.87,38.72
56448,882.5,4,Common-Source Amplifier,68.7131,30.0,-0.0001,317.6596,0.0322,7.77,34.29
56576,884.3,4,Common-Source Amplifier,68.6903,30.0,-0.0024,268.6687,0.0542,7.77,34.29
56704,886.2,4,Common-Source Amplifier,68.6809,30.0,-0.0029,271.8084,0.0360,7.25,35.13
56832,888.1,4,Common-Source Amplifier,68.6522,30.0,0.0016,238.2260,0.0200,7.25,35.13
56960,890.1,4,Common-Source Amplifier,68.7152,30.0,-0.0017,284.4309,0.0416,8.27,33.54
57088,892.1,4,Common-Source Amplifier,63.1360,30.0,0.0212,248.7515,0.0950,8.82,32.61
57216,894.0,4,Common-Source Amplifier,68.6871,30.0,0.0066,245.2505,0.0265,4.90,34.99
57344,895.8,4,Common-Source Amplifier,68.6822,30.0,0.0000,270.0833,0.0214,7.75,34.37
57472,897.7,4,Common-Source Amplifier,68.6822,30.0,-0.0000,279.1751,0.0215,7.75,34.37
57600,899.7,4,Common-Source Amplifier,68.7214,30.0,-0.0021,283.7414,0.0337,8.27,33.54
57728,901.7,4,Common-Source Amplifier,68.7591,30.0,-0.0061,256.7446,0.1042,9.31,31.87
57856,903.8,4,Common-Source Amplifier,49.1684,30.0,-0.0057,330.9365,0.1831,8.73,34.41
57984,906.0,4,Common-Source Amplifier,54.1902,30.0,0.0166,163.1649,0.1174,0.30,38.06
58112,907.9,4,Common-Source Amplifier,58.5418,30.0,-0.0134,299.2632,0.1258,10.21,33.63
58240,909.9,4,Common-Source Amplifier,51.6216,30.0,0.0005,342.4055,0.0726,8.32,35.18
58368,911.8,4,Common-Source Amplifier,67.6601,30.0,-0.0010,234.0584,0.0458,5.70,33.38
58496,913.7,4,Common-Source Amplifier,69.2052,30.0,0.0055,231.1757,0.0499,5.13,30.66
58624,915.6,4,Common-Source Amplifier,68.9164,30.0,-0.0204,230.4822,0.0620,6.44,32.56
58752,917.6,4,Common-Source Amplifier,69.3469,30.0,0.0013,240.8350,0.0477,1.20,33.12
58880,919.5,4,Common-Source Amplifier,69.1904,30.0,-0.0012,207.6247,0.0284,0.64,32.14
59008,921.4,4,Common-Source Amplifier,68.9976,30.0,0.0003,236.6241,0.0129,3.04,34.09
59136,923.4,4,Common-Source Amplifier,68.6822,30.0,0.0000,306.3851,0.0071,7.75,34.37
59264,925.3,4,Common-Source Amplifier,68.6822,30.0,0.0000,296.0668,0.0083,7.75,34.37
59392,927.1,4,Common-Source Amplifier,68.6822,30.0,-0.0000,282.9289,0.0089,7.75,34.37
59520,929.0,4,Common-Source Amplifier,68.7262,30.0,-0.0020,285.9386,0.0158,8.27,33.54
59648,930.9,4,Common-Source Amplifier,68.6885,30.0,-0.0068,257.2814,0.0599,8.27,33.54
59776,932.9,4,Common-Source Amplifier,69.5219,30.0,0.0067,229.7788,0.0452,0.23,30.19
59904,934.9,4,Common-Source Amplifier,65.2477,30.0,-0.0069,210.4530,0.0455,0.53,33.02
60032,936.7,4,Common-Source Amplifier,68.6822,30.0,-0.0000,300.0270,0.0188,7.75,34.37
60160,938.7,4,Common-Source Amplifier,68.8778,30.0,-0.0032,258.4735,0.0207,3.55,33.26
60288,940.6,4,Common-Source Amplifier,68.9671,30.0,0.0019,227.0044,0.0243,3.56,33.26
60416,942.5,4,Common-Source Amplifier,68.6822,30.0,-0.0001,275.7186,0.0204,7.75,34.37
60544,944.3,4,Common-Source Amplifier,68.6822,30.0,-0.0000,272.8506,0.0346,7.75,34.37
60672,946.2,4,Common-Source Amplifier,68.6025,30.0,-0.0007,246.4054,0.0432,6.26,36.64
60800,948.1,4,Common-Source Amplifier,68.7131,30.0,-0.0089,290.1475,0.0638,8.79,32.70
60928,950.0,4,Common-Source Amplifier,68.8425,30.0,-0.0117,233.7279,0.1048,4.90,34.99
61056,952.0,4,Common-Source Amplifier,59.3828,30.0,-0.0004,229.9212,0.1487,8.79,32.70
61184,953.9,4,Common-Source Amplifier,68.6064,30.0,-0.0029,289.6215,0.0373,5.77,37.40
61312,955.7,4,Common-Source Amplifier,63.7632,30.0,-0.0146,300.1667,0.0683,9.34,31.77
61440,957.7,4,Common-Source Amplifier,68.8256,30.0,0.0006,257.8861,0.0621,4.90,34.99
61568,959.6,4,Common-Source Amplifier,68.8128,30.0,0.0035,238.5627,0.0986,7.00,31.55
61696,961.5,4,Common-Source Amplifier,68.6822,30.0,-0.0000,285.1151,0.0738,7.75,34.37
61824,963.5,4,Common-Source Amplifier,69.4437,30.0,0.0113,199.0831,0.1367,2.77,30.52
61952,965.4,4,Common-Source Amplifier,68.6244,30.0,-0.0074,214.2902,0.1251,6.86,35.59
62080,967.2,4,Common-Source Amplifier,68.6360,30.0,0.0011,260.6359,0.1015,7.25,35.13
62208,969.1,4,Common-Source Amplifier,68.6529,30.0,-0.0019,233.5856,0.0845,6.78,35.80
62336,971.0,4,Common-Source Amplifier,68.7262,30.0,0.0011,278.1039,0.0592,8.27,33.54
62464,973.0,4,Common-Source Amplifier,68.6760,30.0,0.0024,253.3916,0.0789,7.77,34.29
62592,974.9,4,Common-Source Amplifier,68.6339,30.0,0.0001,263.0548,0.0522,6.76,35.88
62720,976.8,4,Common-Source Amplifier,68.6618,30.0,-0.0022,245.4223,0.0729,7.28,35.05
62848,978.7,4,Common-Source Amplifier,68.6744,30.0,0.0012,276.7657,0.0836,7.25,35.13
62976,980.6,4,Common-Source Amplifier,68.6574,30.0,0.0063,243.5392,0.0547,7.77,34.29
63104,982.5,4,Common-Source Amplifier,68.6652,30.0,-0.0002,281.9417,0.0311,7.75,34.37
63232,984.4,4,Common-Source Amplifier,68.6339,30.0,-0.0013,269.2264,0.0429,7.25,35.13
63360,986.3,4,Common-Source Amplifier,68.6378,30.0,-0.0054,237.0249,0.0521,6.76,35.88
63488,988.2,4,Common-Source Amplifier,68.7199,30.0,-0.0011,299.8477,0.0507,8.27,33.54
63616,990.1,4,Common-Source Amplifier,68.6819,30.0,-0.0022,269.1538,0.0583,7.30,34.98
63744,992.1,4,Common-Source Amplifier,68.6496,30.0,-0.0070,263.0478,0.0551,6.76,35.88
63872,994.0,4,Common-Source Amplifier,68.6450,30.0,0.0040,272.6628,0.0373,7.25,35.13
64000,995.9,4,Common-Source Amplifier,68.6932,30.0,-0.0084,261.7663,0.0852,8.27,33.54
64128,997.8,4,Common-Source Amplifier,69.4004,30.0,0.0131,221.4721,0.0453,0.62,34.74
64256,999.8,4,Common-Source Amplifier,69.0075,30.0,-0.0005,239.3286,0.0805,4.16,34.08
64384,1001.7,4,Common-Source Amplifier,68.9128,30.0,0.0026,250.8406,0.0369,5.37,33.38
64512,1003.6,4,Common-Source Amplifier,68.7687,30.0,-0.0001,274.0617,0.0259,6.78,34.32
64640,1005.4,4,Common-Source Amplifier,68.9517,30.0,-0.0059,229.5059,0.0295,5.46,33.38
64768,1007.3,4,Common-Source Amplifier,69.0169,30.0,-0.0031,284.1923,0.0566,6.85,32.59
64896,1009.2,4,Common-Source Amplifier,68.9988,30.0,0.0001,193.6852,0.0994,3.04,35.52
65024,1011.1,4,Common-Source Amplifier,68.7738,30.0,-0.0010,269.2935,0.0321,6.78,34.32
65152,1013.0,4,Common-Source Amplifier,68.7562,30.0,-0.0020,231.5112,0.0407,6.29,35.08
65280,1015.0,4,Common-Source Amplifier,68.6822,30.0,0.0000,277.3009,0.0224,7.75,34.37
65408,1016.8,4,Common-Source Amplifier,68.7026,30.0,-0.0032,253.4355,0.0268,6.78,34.32
65536,1018.7,4,Common-Source Amplifier,68.6977,30.0,-0.0000,256.6776,0.0354,7.77,34.29
65664,1020.7,4,Common-Source Amplifier,68.6822,30.0,-0.0000,273.7703,0.0409,7.75,34.37
65792,1022.7,4,Common-Source Amplifier,68.7157,30.0,-0.0015,251.9920,0.0758,8.27,33.54
65920,1024.6,4,Common-Source Amplifier,68.6561,30.0,0.0021,236.6569,0.0796,7.25,35.13
66048,1026.4,4,Common-Source Amplifier,68.6757,30.0,-0.0016,270.2995,0.0510,7.75,34.37
66176,1028.4,4,Common-Source Amplifier,68.7089,30.0,-0.0071,282.4805,0.0833,8.79,32.70
66304,1030.3,4,Common-Source Amplifier,64.2969,30.0,0.0044,164.4460,0.1049,1.47,33.71
66432,1032.2,4,Common-Source Amplifier,68.7636,30.0,-0.0017,288.7483,0.0303,6.78,34.32
66560,1034.2,4,Common-Source Amplifier,68.7964,30.0,-0.0008,273.5615,0.0377,6.78,34.32
66688,1036.1,4,Common-Source Amplifier,68.6822,30.0,-0.0000,287.3642,0.0396,7.75,34.37
66816,1037.9,4,Common-Source Amplifier,68.9249,30.0,-0.0026,229.1229,0.0867,5.32,35.02
66944,1039.9,4,Common-Source Amplifier,68.8286,30.0,0.0428,147.6766,0.2440,1.73,37.53
67072,1041.9,4,Common-Source Amplifier,69.1582,30.0,0.0228,234.9893,0.1846,3.58,36.77
67200,1043.8,4,Common-Source Amplifier,68.6154,30.0,-0.0001,345.3228,0.0914,5.84,37.20
67328,1045.7,4,Common-Source Amplifier,68.6354,30.0,0.0055,315.7806,0.0553,7.25,35.13
